ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-07-06,39.08781622791774,25.11828118011437,52.51949131039014,39.08781622791774,39.08781622791774,1.1652019641666955,1.1652019641666955,1.1652019641666955,1.1652019641666955,1.1652019641666955,1.1652019641666955,0.0,0.0,0.0,40.25301819208444
2018-07-07,39.01813787500572,13.767263157509188,41.63630495868799,39.01813787500572,39.01813787500572,-10.968499886358176,-10.968499886358176,-10.968499886358176,-10.968499886358176,-10.968499886358176,-10.968499886358176,0.0,0.0,0.0,28.049637988647547
2018-07-08,38.94845952202361,1.5750075128443852,29.27878341443587,38.94845952202361,38.94845952202361,-23.341087339882666,-23.341087339882666,-23.341087339882666,-23.341087339882666,-23.341087339882666,-23.341087339882666,0.0,0.0,0.0,15.607372182140946
2018-07-09,38.8787811690415,40.042809864155686,67.74700959446567,38.8787811690415,38.8787811690415,15.26686626767402,15.26686626767402,15.26686626767402,15.26686626767402,15.26686626767402,15.26686626767402,0.0,0.0,0.0,54.14564743671552
2018-07-10,38.80910281605939,33.34108104366887,60.85507240268284,38.80910281605939,38.80910281605939,8.63180464250902,8.63180464250902,8.63180464250902,8.63180464250902,8.63180464250902,8.63180464250902,0.0,0.0,0.0,47.440907458568404
2018-07-11,38.739424463077285,32.2863948033301,59.69769122957699,38.739424463077285,38.739424463077285,7.077521191901527,7.077521191901527,7.077521191901527,7.077521191901527,7.077521191901527,7.077521191901527,0.0,0.0,0.0,45.81694565497881
2018-07-12,38.66974611009517,27.045985321086174,54.48978586097096,38.66974611009517,38.66974611009517,2.168193160013132,2.168193160013132,2.168193160013132,2.168193160013132,2.168193160013132,2.168193160013132,0.0,0.0,0.0,40.8379392701083
2018-07-13,38.60006775711307,26.294478641000865,53.34018728680316,38.60006775711307,38.60006775711307,1.165201964146275,1.165201964146275,1.165201964146275,1.165201964146275,1.165201964146275,1.165201964146275,0.0,0.0,0.0,39.765269721259344
2018-07-14,38.53038941196914,13.354581311161825,41.14544764895573,38.53038941196914,38.53038941196914,-10.968499886401958,-10.968499886401958,-10.968499886401958,-10.968499886401958,-10.968499886401958,-10.968499886401958,0.0,0.0,0.0,27.56188952556718
2018-07-15,38.460711066825205,1.2308876569091327,29.881126978914942,38.460711066825205,38.460711066825205,-23.3410873399097,-23.3410873399097,-23.3410873399097,-23.3410873399097,-23.3410873399097,-23.3410873399097,0.0,0.0,0.0,15.119623726915506
2018-07-16,38.39103272168128,39.230508280040254,67.83156624397141,38.39103272168128,38.39103272168128,15.266866267644495,15.266866267644495,15.266866267644495,15.266866267644495,15.266866267644495,15.266866267644495,0.0,0.0,0.0,53.65789898932577
2018-07-17,38.32135437653735,33.570964105746185,60.61432743012832,38.32135437653735,38.32135437653735,8.631804642483992,8.631804642483992,8.631804642483992,8.631804642483992,8.631804642483992,8.631804642483992,0.0,0.0,0.0,46.95315901902134
